,Ciudad,genero,edad,SensaciónVisual,SensaciónVisualNormalizada,PreferenciaVisual,PreferenciaVisualNormalizado,SensaciónTérmica,SensaciónTérmicaNormalizada,PreferenciaTérmica,PreferenciaTérmicaNormalizado,EV_media,Rango_EV_media,TEMP,HUMEDAD
384,Armenia,F,17.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,631.0,4.0,29.9,56.4
385,Armenia,F,17.0,1.0,0.5,0.0,1.0,2.0,0.33,-2.0,0.33,623.0,4.0,30.2,55.8
386,Armenia,F,17.0,1.0,0.5,0.0,1.0,3.0,0.0,-3.0,0.0,639.0,4.0,30.3,55.6
387,Armenia,F,17.0,1.0,0.5,0.0,1.0,2.0,0.33,-3.0,0.0,593.0,4.0,30.5,54.2
388,Armenia,F,17.0,1.0,0.5,0.0,1.0,1.0,0.67,-2.0,0.33,105.0,2.0,30.2,55.7
389,Armenia,M,29.0,0.0,1.0,0.0,1.0,2.0,0.33,-3.0,0.0,288.0,2.0,29.9,56.4
390,Armenia,M,29.0,0.0,1.0,0.0,1.0,2.0,0.33,-3.0,0.0,281.0,2.0,30.2,55.8
391,Armenia,M,29.0,0.0,1.0,0.0,1.0,3.0,0.0,-3.0,0.0,316.0,3.0,30.3,55.6
392,Armenia,M,29.0,0.0,1.0,0.0,1.0,3.0,0.0,-3.0,0.0,281.0,2.0,30.5,54.2
393,Armenia,M,29.0,0.0,1.0,0.0,1.0,2.0,0.33,-3.0,0.0,14.0,1.0,30.2,55.7
394,Manizales,F,21.0,1.0,0.5,0.0,1.0,-1.0,0.67,1.0,0.67,1383.0,5.0,23.8,61.8
395,Manizales,F,21.0,2.0,0.0,-1.0,0.5,0.0,1.0,0.0,1.0,1320.0,5.0,24.1,63.7
396,Manizales,F,21.0,1.0,0.5,-2.0,0.0,0.0,1.0,0.0,1.0,1389.0,5.0,24.1,64.7
397,Manizales,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,1553.0,5.0,24.1,65.2
398,Manizales,F,21.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,1297.0,5.0,24.3,64.1
399,Manizales,F,21.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,1395.0,5.0,24.7,62.4
400,Manizales,F,30.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,817.0,4.0,23.8,61.8
401,Manizales,F,30.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,778.0,4.0,24.1,63.7
402,Manizales,F,30.0,0.0,1.0,-1.0,0.5,1.0,0.67,-1.0,0.67,761.0,4.0,24.1,64.7
403,Manizales,F,30.0,0.0,1.0,-1.0,0.5,1.0,0.67,-1.0,0.67,878.0,4.0,24.1,65.2
404,Manizales,F,30.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,756.0,4.0,24.3,64.1
405,Manizales,F,30.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,822.0,4.0,24.7,62.4
406,Manizales,F,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,389.0,3.0,23.8,61.8
407,Manizales,F,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,381.0,3.0,24.1,63.7
408,Manizales,F,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,344.0,3.0,24.1,64.7
409,Manizales,F,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,406.0,3.0,24.1,65.2
410,Manizales,F,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,360.0,3.0,24.3,64.1
411,Manizales,F,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,377.0,3.0,24.7,62.4
412,Manizales,F,20.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1738.0,5.0,23.8,61.8
413,Manizales,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1641.0,5.0,24.1,63.7
414,Manizales,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1567.0,5.0,24.1,64.7
415,Manizales,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1637.0,5.0,24.1,65.2
416,Manizales,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1432.0,5.0,24.3,64.1
417,Manizales,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1386.0,5.0,24.7,62.4
418,Manizales,F,21.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,813.0,4.0,23.8,61.8
419,Manizales,F,21.0,0.0,1.0,-1.0,0.5,0.0,1.0,0.0,1.0,780.0,4.0,24.1,63.7
420,Manizales,F,21.0,0.0,1.0,-1.0,0.5,0.0,1.0,0.0,1.0,738.0,4.0,24.1,64.7
421,Manizales,F,21.0,0.0,1.0,-1.0,0.5,0.0,1.0,0.0,1.0,796.0,4.0,24.1,65.2
422,Manizales,F,21.0,0.0,1.0,-1.0,0.5,0.0,1.0,0.0,1.0,663.0,4.0,24.7,62.4
423,Manizales,M,24.0,1.0,0.5,0.0,1.0,-1.0,0.67,0.0,1.0,565.0,4.0,23.8,61.8
424,Manizales,M,24.0,1.0,0.5,0.0,1.0,-1.0,0.67,0.0,1.0,556.0,4.0,24.1,63.7
425,Manizales,M,24.0,1.0,0.5,0.0,1.0,-1.0,0.67,0.0,1.0,521.0,4.0,24.1,64.7
426,Manizales,M,24.0,1.0,0.5,0.0,1.0,-1.0,0.67,0.0,1.0,582.0,4.0,24.1,65.2
427,Manizales,M,24.0,1.0,0.5,0.0,1.0,-1.0,0.67,0.0,1.0,508.0,4.0,24.3,64.1
428,Manizales,M,24.0,1.0,0.5,0.0,1.0,-1.0,0.67,0.0,1.0,504.0,4.0,24.7,62.4
429,Manizales,F,22.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,2612.0,5.0,23.8,61.8
430,Manizales,F,22.0,-1.0,0.5,-1.0,0.5,1.0,0.67,-2.0,0.33,2756.0,5.0,24.1,63.7
431,Manizales,F,22.0,2.0,0.0,-2.0,0.0,3.0,0.0,-3.0,0.0,2383.0,5.0,24.1,64.7
432,Manizales,F,22.0,1.0,0.5,0.0,1.0,-2.0,0.33,2.0,0.33,2178.0,5.0,24.3,64.1
433,Manizales,F,22.0,-1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1926.0,5.0,24.7,62.4
434,Manizales,M,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,958.0,4.0,23.8,61.8
435,Manizales,M,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,911.0,4.0,24.1,63.7
436,Manizales,M,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,947.0,4.0,24.1,64.7
437,Manizales,M,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,855.0,4.0,24.3,64.1
438,Manizales,M,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,824.0,4.0,24.7,62.4
439,Manizales,M,23.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,0.67,654.0,4.0,23.8,61.8
440,Manizales,M,23.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,634.0,4.0,24.1,63.7
441,Manizales,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.67,628.0,4.0,24.1,64.7
442,Manizales,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.67,647.0,4.0,24.1,65.2
443,Manizales,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,583.0,4.0,24.3,64.1
444,Manizales,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,537.0,4.0,24.7,62.4
445,Manizales,F,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,283.0,2.0,23.8,61.8
446,Manizales,F,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,267.0,2.0,24.1,63.7
447,Manizales,F,24.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,251.0,2.0,24.1,64.7
448,Manizales,F,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,291.0,2.0,24.1,65.2
449,Manizales,F,24.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,251.0,2.0,24.3,64.1
450,Manizales,F,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,267.0,2.0,24.7,62.4
451,Manizales,M,26.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,245.0,2.0,23.8,61.8
452,Manizales,M,26.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,252.0,2.0,24.1,63.7
453,Manizales,M,26.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,229.0,2.0,24.1,64.7
454,Manizales,M,26.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,245.0,2.0,24.1,65.2
455,Manizales,M,26.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,237.0,2.0,24.3,64.1
456,Manizales,M,26.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,245.0,2.0,24.7,62.4
457,Manizales,M,23.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,344.0,3.0,23.8,61.8
458,Manizales,M,23.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,337.0,3.0,24.1,63.7
459,Manizales,M,23.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,344.0,3.0,24.1,64.7
460,Manizales,M,23.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,372.0,3.0,24.1,65.2
461,Manizales,M,23.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,316.0,3.0,24.3,64.1
462,Manizales,M,23.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,295.0,2.0,24.7,62.4
463,Manizales,F,21.0,1.0,0.5,0.0,1.0,3.0,0.0,-3.0,0.0,543.0,4.0,27.3,54.8
464,Manizales,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,582.0,4.0,27.0,50.0
465,Manizales,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,565.0,4.0,27.0,50.2
466,Manizales,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,548.0,4.0,27.1,49.2
467,Manizales,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,492.0,3.0,26.5,49.7
468,Manizales,F,21.0,0.0,1.0,1.0,0.5,1.0,0.67,-1.0,0.67,295.0,2.0,27.3,54.8
469,Manizales,F,21.0,0.0,1.0,1.0,0.5,1.0,0.67,-1.0,0.67,315.0,3.0,27.0,50.0
470,Manizales,F,21.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,315.0,3.0,27.0,50.2
471,Manizales,F,21.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,299.0,2.0,27.1,49.2
472,Manizales,F,21.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,279.0,2.0,26.5,49.7
473,Manizales,F,22.0,2.0,0.0,0.0,1.0,3.0,0.0,-1.0,0.67,930.0,4.0,27.3,54.8
474,Manizales,F,22.0,2.0,0.0,0.0,1.0,2.0,0.33,-1.0,0.67,930.0,4.0,27.0,50.0
475,Manizales,F,22.0,1.0,0.5,0.0,1.0,2.0,0.33,-1.0,0.67,877.0,4.0,27.0,50.2
476,Manizales,F,22.0,1.0,0.5,0.0,1.0,0.0,1.0,-1.0,0.67,844.0,4.0,27.1,49.2
477,Manizales,F,22.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,810.0,4.0,26.5,49.7
478,Manizales,M,22.0,1.0,0.5,0.0,1.0,3.0,0.0,-2.0,0.33,481.0,3.0,27.3,54.8
479,Manizales,M,22.0,0.0,1.0,0.0,1.0,2.0,0.33,-2.0,0.33,510.0,4.0,27.0,50.0
480,Manizales,M,22.0,1.0,0.5,0.0,1.0,2.0,0.33,-2.0,0.33,497.0,3.0,27.0,50.2
481,Manizales,M,22.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,472.0,3.0,27.1,49.2
482,Manizales,M,22.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,439.0,3.0,26.5,49.7
483,Manizales,F,23.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,376.0,3.0,27.3,54.8
484,Manizales,F,23.0,1.0,0.5,2.0,0.0,1.0,0.67,-1.0,0.67,385.0,3.0,27.0,50.0
485,Manizales,F,23.0,1.0,0.5,2.0,0.0,-1.0,0.67,1.0,0.67,385.0,3.0,27.0,50.2
486,Manizales,F,23.0,1.0,0.5,2.0,0.0,-2.0,0.33,2.0,0.33,354.0,3.0,27.1,49.2
487,Manizales,F,23.0,-1.0,0.5,2.0,0.0,-2.0,0.33,2.0,0.33,322.0,3.0,26.5,49.7
488,Manizales,M,25.0,0.0,1.0,1.0,0.5,2.0,0.33,-2.0,0.33,969.0,4.0,27.3,54.8
489,Manizales,M,25.0,-1.0,0.5,2.0,0.0,1.0,0.67,-2.0,0.33,908.0,4.0,27.0,50.0
490,Manizales,M,25.0,0.0,1.0,2.0,0.0,1.0,0.67,-2.0,0.33,884.0,4.0,27.0,50.2
491,Manizales,M,25.0,0.0,1.0,2.0,0.0,0.0,1.0,-1.0,0.67,824.0,4.0,27.1,49.2
492,Manizales,M,25.0,0.0,1.0,2.0,0.0,0.0,1.0,-1.0,0.67,824.0,4.0,26.5,49.7
493,Manizales,M,26.0,0.0,1.0,1.0,0.5,1.0,0.67,-1.0,0.67,536.0,4.0,27.3,54.8
494,Manizales,M,26.0,-1.0,0.5,2.0,0.0,1.0,0.67,-1.0,0.67,531.0,4.0,27.0,50.0
495,Manizales,M,26.0,-1.0,0.5,1.0,0.5,1.0,0.67,-1.0,0.67,515.0,4.0,27.0,50.2
496,Manizales,M,26.0,-1.0,0.5,2.0,0.0,0.0,1.0,-1.0,0.67,490.0,3.0,27.1,49.2
497,Manizales,M,26.0,-1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,433.0,3.0,26.5,49.7
498,Manizales,F,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,355.0,3.0,27.3,54.8
499,Manizales,F,23.0,0.0,1.0,0.0,1.0,-1.0,0.67,1.0,0.67,394.0,3.0,27.0,50.0
500,Manizales,F,23.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,355.0,3.0,27.0,50.2
501,Manizales,F,23.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,426.0,3.0,27.1,49.2
502,Manizales,F,23.0,0.0,1.0,2.0,0.0,-2.0,0.33,1.0,0.67,242.0,2.0,26.5,49.7
503,Manizales,M,21.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,157.0,2.0,27.3,54.8
504,Manizales,M,21.0,0.0,1.0,0.0,1.0,2.0,0.33,-1.0,0.67,173.0,2.0,27.0,50.0
505,Manizales,M,21.0,1.0,0.5,0.0,1.0,2.0,0.33,-1.0,0.67,157.0,2.0,27.0,50.2
506,Manizales,M,21.0,0.0,1.0,0.0,1.0,2.0,0.33,-2.0,0.33,149.0,2.0,27.1,49.2
507,Manizales,M,21.0,0.0,1.0,0.0,1.0,2.0,0.33,-1.0,0.67,134.0,2.0,26.5,49.7
508,Manizales,M,23.0,1.0,0.5,0.0,1.0,1.0,0.67,-1.0,0.67,191.0,2.0,27.3,54.8
509,Manizales,M,23.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,198.0,2.0,27.0,50.0
510,Manizales,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,198.0,2.0,27.0,50.2
511,Manizales,M,23.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,175.0,2.0,27.1,49.2
512,Manizales,M,23.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,144.0,2.0,26.5,49.7
513,Manizales,M,24.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,183.0,2.0,27.3,54.8
514,Manizales,M,24.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,239.0,2.0,27.0,50.0
515,Manizales,M,24.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,211.0,2.0,27.0,50.2
516,Manizales,M,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,246.0,2.0,27.1,49.2
517,Manizales,M,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,133.0,2.0,26.5,49.7
518,Manizales,M,25.0,1.0,0.5,-1.0,0.5,2.0,0.33,-2.0,0.33,1135.0,5.0,23.6,63.2
519,Manizales,M,25.0,0.0,1.0,-1.0,0.5,1.0,0.67,-1.0,0.67,857.0,4.0,24.1,62.7
520,Manizales,M,25.0,0.0,1.0,-1.0,0.5,0.0,1.0,-1.0,0.67,1147.0,5.0,24.6,62.1
521,Manizales,M,25.0,-1.0,0.5,0.0,1.0,0.0,1.0,-1.0,0.67,1036.0,5.0,25.2,60.5
522,Manizales,M,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1182.0,5.0,25.5,59.8
523,Manizales,M,25.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,169.0,2.0,23.6,63.2
524,Manizales,M,25.0,0.0,1.0,0.0,1.0,1.0,0.67,-2.0,0.33,175.0,2.0,24.1,62.7
525,Manizales,M,25.0,0.0,1.0,0.0,1.0,1.0,0.67,-2.0,0.33,122.0,2.0,24.6,62.1
526,Manizales,M,25.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.0,0.33,157.0,2.0,25.2,60.5
527,Manizales,M,25.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,140.0,2.0,25.5,59.8
528,Manizales,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,264.0,2.0,23.6,63.2
529,Manizales,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,244.0,2.0,24.1,62.7
530,Manizales,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,352.0,3.0,24.6,62.1
531,Manizales,F,20.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,311.0,3.0,25.2,60.5
532,Manizales,F,20.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,344.0,3.0,25.5,59.8
533,Manizales,F,21.0,2.0,0.0,-1.0,0.5,0.0,1.0,0.0,1.0,1153.0,5.0,23.6,63.2
534,Manizales,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1100.0,5.0,24.1,62.7
535,Manizales,F,21.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,1559.0,5.0,24.6,62.1
536,Manizales,F,21.0,2.0,0.0,-1.0,0.5,0.0,1.0,0.0,1.0,1317.0,5.0,25.2,60.5
537,Manizales,F,21.0,0.0,1.0,0.0,1.0,-1.0,0.67,0.0,1.0,1490.0,5.0,25.5,59.8
538,Manizales,F,22.0,2.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.0,210.0,2.0,23.6,63.2
539,Manizales,F,22.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,230.0,2.0,24.1,62.7
540,Manizales,F,22.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,169.0,2.0,24.6,62.1
541,Manizales,F,22.0,0.0,1.0,-1.0,0.5,0.0,1.0,0.0,1.0,206.0,2.0,25.2,60.5
542,Manizales,F,22.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,185.0,2.0,25.5,59.8
543,Manizales,F,25.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,358.0,3.0,23.6,63.2
544,Manizales,F,25.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,345.0,3.0,24.1,62.7
545,Manizales,F,25.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,495.0,3.0,24.6,62.1
546,Manizales,F,25.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,460.0,3.0,25.2,60.5
547,Manizales,F,25.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,499.0,3.0,25.5,59.8
548,Manizales,M,22.0,0.0,1.0,-1.0,0.5,-1.0,0.67,1.0,0.67,1144.0,5.0,23.6,63.2
549,Manizales,M,22.0,0.0,1.0,-1.0,0.5,0.0,1.0,1.0,0.67,1314.0,5.0,24.1,62.7
550,Manizales,M,22.0,0.0,1.0,0.0,1.0,-1.0,0.67,1.0,0.67,1729.0,5.0,24.6,62.1
551,Manizales,M,22.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,1393.0,5.0,25.2,60.5
552,Manizales,M,22.0,0.0,1.0,2.0,0.0,-1.0,0.67,2.0,0.33,490.0,3.0,23.6,63.2
553,Manizales,M,22.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.33,510.0,4.0,24.1,62.7
554,Manizales,M,22.0,0.0,1.0,1.0,0.5,0.0,1.0,2.0,0.33,392.0,3.0,24.6,62.1
555,Manizales,M,22.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.33,464.0,3.0,25.2,60.5
556,Manizales,M,22.0,0.0,1.0,2.0,0.0,1.0,0.67,2.0,0.33,397.0,3.0,25.5,59.8
557,Manizales,F,20.0,1.0,0.5,0.0,1.0,1.0,0.67,-1.0,0.67,374.0,3.0,23.6,63.2
558,Manizales,F,20.0,1.0,0.5,0.0,1.0,2.0,0.33,-2.0,0.33,400.0,3.0,24.1,62.7
559,Manizales,F,20.0,2.0,0.0,-1.0,0.5,2.0,0.33,-2.0,0.33,537.0,4.0,24.6,62.1
560,Manizales,F,20.0,2.0,0.0,-1.0,0.5,2.0,0.33,-2.0,0.33,485.0,3.0,25.2,60.5
561,Manizales,F,20.0,2.0,0.0,-1.0,0.5,2.0,0.33,-2.0,0.33,524.0,4.0,25.5,59.8
562,Manizales,F,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,134.0,2.0,23.6,63.2
563,Manizales,F,19.0,0.0,1.0,0.0,1.0,-1.0,0.67,0.0,1.0,126.0,2.0,24.1,62.7
564,Manizales,F,19.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,259.0,2.0,24.6,62.1
565,Manizales,F,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,212.0,2.0,25.2,60.5
566,Manizales,F,19.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.67,251.0,2.0,25.5,59.8
567,Manizales,F,23.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,51.0,1.0,23.6,63.2
568,Manizales,F,23.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,82.0,1.0,24.1,62.7
569,Manizales,F,23.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,51.0,1.0,24.6,62.1
570,Manizales,F,23.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,75.0,1.0,25.2,60.5
571,Manizales,F,23.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,67.0,1.0,25.5,59.8
